Message ID,Message Text
1379134,Did you consider community feedback/requests during the creation of your product in order to expand on fresh ideas for your project?
1379133,"How safe is your platform? Has there been any Audit so that its safe from bugs and smart contract is fully audited? If so, name the company(s) that did the auditing?"
1379132,Channel **UNMUTED** for NON ADMINS
1379130,Let’s open the floor for questions
1379129,
1379127,https://www.youtube.com/watch?v=XCmQMR__K3w&ab_channel=HighstreetMetaverse
1379126,
1379125,on our market place we've got a 6 amazing brands lined up for limited edition drops that we will unveil one at a time to maximize their hype potential! So get your Ducks in a row and join us on Highstreet !
1379123,"**Halloween: Invite based Alpha for PCVR users first
- build your own character 
- Finish tutorial on freshmint island
- Take Solera Chariot to Highstreet Rooftop Market, help defend Highstreet City against halloween monsters 
- earn tokens, clear haunted houses, buy products 

Nov 30th: Alpha Expansion, regular PC users gain access
- Highstreet Art block opened as a new region
- Game Wide Challenge (e.g. special reward for most monsters killed )
- Real World Brands with virtual stores integrated in Highstreet City
- Level System integrated 
- Street Token (second token for in-game day to day) unveiled 

Dec 25th: Christmas Celebration (prep beta transition) 
- Binance Beach unveiled as new region to explore 
- Buy, Sell, Display NFTs cross chain 
- Quest systems implemented with Christmas themed quests taking over 
- Party Systeme introduced with shared EXP cross party 

Jan 31: Partner Pavilion 
- Flamingo Island, Realm Island(Republic City) unveiled as new regions 
- Class System added, Official Jobs of Archer and Brawler introduced 
- Party Quest introduced with Lunar New Year Theme 
- Animoca Family Crossover released 
- Multiple Clubs opened for other PFP including Apes, Sol Monkeys, Punks
- Valentines Limited Edition Products Unveiled 

Feb 28th: Mobile Madness (Mobile access introduced) 
- Northern polar regions unveiled with winter brands 
- Mobile access to Highstreet World with a twist 
- Mobile players play as monsters against PC players 
- Flying introduced with Solar Boards added as craftable**"
1379122,
1379121,"last question before opening:
what are next 100 days plan 

tech wise
business development wise
user acquisition wise"
1379119,👍
1379118,
1379117,looks good
1379116,nice
1379115,done
1379114,all vouchers convert on a 1to1 basis to tokens post TGE
1379113,these vouchers can be used to buy our drop 0 on highstreet.market
1379112,We've already allowed our community to access High ahead of TGE using vouchers they get from our vault after acquiring a fomoduck nft fromhttps://www.foreverfomoducksquad.com/
1379108,we have a two token system where High is governance and Street is going to be more day to day in game currency
1379107,"we had 3 rounds of investment 
Family and Friends early on to help us get started with a 500k raise @ 5M cap. These guys will have a 15% release a month after TGE, remaining vesting over 2 years 

We then had a round of institutional investors join us with a 1.5M raise @ 15M Cap
Most recently to help accelerate time to market we had another institutional round with a 3M raise @ 30M cap. 
Both institutional rounds have a initial release of 15-18% respectively and vesting over 2 years 

Our public sale is next week with Polkastarter (500k total at 1 dollar)on the 11th and Impossible Finance(1M total at 1 dollar) on the 13th where 50% will be unlocked upfront and 50% in 4 months."
1379102,yes!
1379099,"can you tell community about tokenomics, tokenutility and TGE?"
1379098,important question now
1379097,
1379096,nice
1379095,[https://www.youtube.com/watch?v=KW5MrxN-34w&ab_channel=HighstreetMetaverse](https://www.youtube.com/watch?v=KW5MrxN-34w&ab_channel=HighstreetMetaverse)
1379094,
1379093,done
1379092,"Our team is diverse as well, besisdes myself being a crypto native, we have others who joined from very estblaished projects like NEM and Proton. We have core members who are Ex Sotheby's and Mckinsey who brings a more structured outlook to our gunslinger culture of game developers. The teams been working together for over 6 years now so we understand our strengths and weaknesses quite well and can help each other cover"
1379091,
1379090,"our advisors bring us beyond crypto  too, Jaeson Ma, founder of Triller and 88Rising throws us our celebrity star power and endless streams of influencers for product integration, Matt Cheng from Cherubic was a professoinal tennis player before so helps us with our athletic brand and world connects, then of course we have HTC with the integration side and Metaplex on the crypto end where we're designing a new type of portal that allow merchants to easily setup shop both on web3 and in the metaverse as easily as they do for web2 on shopify."
1379085,"We've got a super diverse group of investors, from the obvious gameFi leaders Animoca being our lead investor, to Defi leaders like Mechanism and NGC, we have VC funds from the traditional world like Palmdrive Capital and Cherubic Ventures and VR powerhouse HTC. We pulled in japanese gaming giant akatsuki as well who has the gaming rights to one piece and dragon balls for us to start doing crossovers with real soon too!"
1379078,Who all your advisors and backers? and can you tell bit more about team members.
1379077,
1379076,nice !!
1379074,[https://www.youtube.com/watch?v=5QBYWviLZ0k&t=2s&ab_channel=HighstreetMetaverse](https://www.youtube.com/watch?v=5QBYWviLZ0k&t=2s&ab_channel=HighstreetMetaverse)
1379073,done
1379071,Our competitors are generally earlier stages than we are or have built games and worlds with low poly design confined to browsers. To reach for higher heights in the gaming industry we've challenged oursleves to target AAA quality builds on dedicated game engines and push to become future proof with direct native VR and console support.
1379069,"Strength:
- 6 years of experience in the industry 
- Strong brand and celebrity relationships 
- Product Alpha ready to launch within a month 

Weaknesses:
- Emerging tech does not have mainstream following yet
- Facebook/EPIC Games centralized approach to metaverse has more money and labor power 

Opportunity:
- Introducing a brand new market and channel to Brands, augmenting their traditional ecommerce potential
- Crypto as a alternative payment system can create overnight successes in new brands 
- Gaming as a Career expands beyond e-sports with play to earn, democratizing the industry to a growing population of users 

Threats:
- Regulator crackdown on crypto may slow down brand adoption"
1379064,"Can you tell us about market pie you are trying to conquer, your competitors and your SWOT analysis for your offerings?"
1379062,
1379061,looks good
1379060,interesting :D
1379057,"not sure if this will go through but:
[https://www.youtube.com/watch?v=_tro1LVIDWM&ab_channel=HighstreetMetaverse](https://www.youtube.com/watch?v=_tro1LVIDWM&ab_channel=HighstreetMetaverse)"
1379055,
1379054,done
1379053,"Solution I'm preparing 
1. We tie real brands of all sorts into our game by interweaving their products directly in the gameplay and lore. This way the time players spent in game actually directly contributes to an existing outside economy, the products they buy are stimulating retail markets directly. Earn in Game, Spend in Game, Gain in real life. I think this creates a balance where value is being created at every segment of the project. 

2. We sell our limited edition collectibles on a bonding curve, meaning at any stage buyers will be able to exit. Every purchase increase the price, every sale decrease the price, if everybody buys the price shoots up, if everybody sells the price goes back to its initial starting point. This way everyone who's bought a product will be able to exit and sell whenever they want to. Since tokens are being used to represent the product, no more logistical burdens fall on collectible traders. Further more real collectors redeem by burning the token and receiving products directly from brands which eliminates the chances of fraud altogether. 

3. The same bonding curve tactic benifit brands too, not only does the market dictate how well you do and what you're product is priced at, but the more hype you have the better you generally will do. This also help merge primary and secondary market together in the traditional sense, where users buy and sell collectibles on the same market place allowing the merchants to capture the price growth all the way through."
1379048,"Why I think these are problems
1. Right now most play to earn games are pure clicking and confines its economics within the game itself, at some point the yield will run out, and prior to that it's a magnet for bot farmers 
2. If I buy something on open-sea chances are it'll become iliquid over time, if I buy limited edition nike drops by lining up through the night, chances are I'll have to find a buyer on stockx, authenticate, be responsible to ship it, and various other logistical nightmares. 
3. If i'm an influencer launching a new brand, chances are I don't have the business expertise to figure out pricing and where my market price is. I build all this hype then risk it going to  waste if my execution is poor. Further if i'm a brand that sells 200 sneakers for 200 dollars each, im making 40k total while scalpers are making 5X on flipping it where I don't see a single dime from secondary markets"
1379042,"Problem we are solving:
There are several problems we're tackling 
1. Sustainable Play To Earn Economy 
2. Liquidity in Collectibles/Alt Asset market
3. Price Discovery and Hype Monetization"
1379041,
1379040,"Can you tell us all more about project, the idea, how it started? and specially why its needed or how is it disrupting? 

We can break to following
the problem you are trying to solve
Why you think thats the problem
Whats the solution you are proposing
How you solve it"
1379039,coming to the project
1379036,"hahahah, one should stay away from cats :D"
1379033,
1379031,done
1379030,"lmfao Perp is absolutely my favorite haha, i think i'll offend people if I mention my worst lmao but uhh I will mention few weeks ago pixel meow was minting their NFTs and they had this nyan cat one posted on the page ... i would go and mint 20 a day but still had no luck so I guess i was pretty sad"
1379026,fun ques- what are your best and worst investments so far?
1379024,great!!!
1379023,
1379021,done
1379020,where everything can be redeemed in real life
1379018,now we combine MMORPG with the shopify concept where all our in-game items are phygital (both physical and digital)
1379013,In a way the perfect storm gave me the opportunity to launch Highstreet with a brilliant team
1379011,I ran a VR company for the past 6 years and the rise of NFT paired with the pandemic really got our retail customers thinking about digital worlds and on-chain integration
1379010,which lead to the whole inception ofselling products on bonding curves
1379009,Then of course defi2020 i spent a lot of time explorining and investing in AMMs
1379008,"I've been an early investor since 2015, was early into the 2017 ICO realm as well investing into many projects from the neo and qtum ecosystem."
1379004,Curious to know how you got introduced to crypto and your journey so far?
1379003,
1379002,
1379001,"Thank you for having me @bigshort08  , I'm the CEO of Highstreet and on a day to day basis I work on token design and game design. My background is in computer science so I love putting together the backbone of a novel computing system. For us its all about combining traditional MMORPG on chain, with a smart contract backbone that ties into existing Ecommerce infrastructure"
1378993,"Welcome  thanks a lot for joining. @TTar248
Before we start AMA, we will love to know about your role and day to day work experience in project"
1378990,"welcome everyone. We are having HighStreet here for this round of AMA.

Reimagining retail in the Metaverse | Limited Edition Products | Games | Blockchain. 

https://www.highstreet.market/
https://t.me/highstreetworld"
1378989,ready~
1378987,everyone please see the pinned message and read the format of the ama
1378986,
1378985,"Format of AMA

1) At the start of the AMA we will mute the channel for the team members to introduce themselves.
2)  then we will unmute channel to let ppl ask live questions here.
3) Once we have good number of questions, we will mute the channel so that team can start answering.
4) The cycle will repeat. There'll be multiple rounds.
5) Plz don't spam otherwise it may get difficult for you to win rewards. 
- Ado not flood channel
- Try to phrase simpler questions, easy to understand.
- Be respectful to others.
- Also media/external links will be disabled & we'll activate slow mode to reduce the spamming.
6) Stay active in the group to be considered for the AMA rewards"
1378984,Channel **MUTED** for NON ADMINS
1378982,awesome~
1378981,
1378980,lets start the ama :D
1378978,Hey everyone ~
1378977,"@TTar248 hi, welcome to Dakuland"
1378973,You can check their group for more information 😃
1378972,😎
1378971,No doubt!  Everybody are waiting for the launch.😍
1378969,"I heard about TTK,  seems like promising project. Willing to learn about this, and how this project works.🤪"
1378967,"If you are yet to join safehamsters, then you are missing out, their newly launched 100 NFT avatars boxes sold out within 15 secs that shows community love the project"
1378966,
1378965,I agree with you 💯
1378964,Please do and good luck with that.
1378962,They have amazing teams & devs. Clear roadmap. I can see some potential in it. I'm looking forward to TTK project.
1378960,👍
1378959,"Cool, I'll do more research on it before the launch date."
1378958,
1378957,Ama with Highstreet in 10mins!!!
1378956,It's on the Polygon/Matic network.
1378955,"Well, they say its the world's first Decentralized platform based on the layer2 MATIC network that provides cross metaverse asset interoperability."
1378954,"Not yet,"
1378953,"Sounds good, which network has it?"
1378952,
1378951,"Yes, ArcadeNetwork is a Decentralized gaming marketplace that enables seamless movement of in-game assets from one meter verse to another"
1378950,"Yes SarraH, TTK is the first of its kind metaverse project that produces historically prominent characters, relics, and maps as NFTs and gameplay."
1378949,"Oh cool, you know about it already. That's nice 👍"
1378948,Is this NFT and gaming project?
1378946,I heard it will be on 13th of October.
1378945,"Good, so have you heard about ArcadeNetwork?"
1378944,Why? Haha 😂 😂 😂
1378943,"I prefer nft games bro because it can makes me happy, I am also an investor to other crypto projects so no worries."
1378942,"Cool, I'm expecting it 😎"
1378941,👀
1378940,
1378939,ama with highstreet starting in 15 minutes https://t.me/cryptodakuofficial/10459
1378938,Play-to-earn but you also deposit their token and that's another form of investment
1378935,but its more like pay to win rather investments
1378934,"Yes, but it's not launched yet. Will be launching this month according to the team"
1378933,"also saw that DEIP will tokenize intangibles and will be the first to deal with copyright in blockchain, as I understand they will do it with F-NFT

can be on HYPE"
1378932,NFT's and Gaming projects are all under cryptocurrency too
1378931,This project is familiar. It's gaming metaverse?
1378930,"BONG DOGE 🐕 🧪

🐕 BongDoge is a deflationary token primed to pump in the Ethereum Blockchain.

🐕 BongDoge has a perfect set of tokenomics, giving to the diamondhand while giving penalties to it's paperhands, diamondhands always get high!"
1378925,NFT games? isn`t better invest in crypto projects?
1378922,has anyone heard of $ pampther? say this is a new axs. My friends are planning to invest in this in a couple of hours
1378918,"Have you heard about TTK ""The Three Kingdom""?"
1378917,"Hello everyone, I'm looking for nft games. Any recommendations?"
1378910,buy what?
1378906,
1378905,
1378904,
1378902,"**TG:** https://t.me/AegisLaunchpad
**Twitter:** https://twitter.com/AegisLaunchpad
**Facebook:** https://www.facebook.com/aegislaunchpad/
**Website:** https://aegislaunchpad.com/"
1378900,
1378898,Thanks @bigshort08 and Crypto Daku community for having us here.
1378897,great ama
1378895,The market is still holding strong
1378893,Channel **UNMUTED** for NON ADMINS
1378891,"Our major goal is to expand our reach, market Aegis Launchpad in the most organic way possible. We don't do paid promotions unless it will give us an exposure to potential long term investors."
1378890,"thanks @AegisPierce @Oroborus8 for joining 
it was a pleasure hosting you :D"
1378885,Yes there is staking involved with Aegis token in the near future. Development is close to finishing.
1378882,"What motivated me to create this whole system is because I've had my fair experience of getting rugged with some projects. Using our insurance system, it promotes investors to have confidence of investing his funds without the worry of him/her getting rugged. We will refund 100% of investments of people who will be able to participate on our IDO platform if the project that launched on us exit scammed or do any malicious intent to scam our investors."
1378877,"Fantastic question. During bear markets, new projects or current solid projects that are solid are not excluded from red candles. Our P2E system will remain profitable during any market condition. You must hold a certain amount of Aegis tokens to play the game."
1378874,An NFT Game viable for fruitful P2E and a launch pad for IDO'S to create more types of projects and P2E projects. As we progress forward we will be developing a more sophisticated and interactive game to attract more and more users like Axie did.
1378873,"Oh I'm happy you mentioned it. We're currently working with @solid_1 (Solid group) regarding the audit. They should be able to release the audit results before we start IDO. Security of our investors is our top priority, and a security audit is very appropriate to the project."
1378865,floor all yours @AegisPierce @Oroborus8
1378857,"wow, more than 1k questions for you guys :D"
1378856,channel muted for team to answer
1378851,Good projects focuses on good marketing and what are your marketing plans ? Do you consider ambassador program in different countries where english is not spoken in many countries???
1378850,Channel **MUTED** for NON ADMINS
1378846,What was the biggest milestone your project has? What is plan in the future ?
1378845,How the demand of your token will increase in the future? or what steps would you take to increase the demand?
1378844,What are your major goals to achieve in the next 3-4 years? And What are your plans to expand & gain more adoption?
1378843,Is your Project a local and a global project. How many People do you have for non english user? Can anyone  uses your services  from anywhere in the world.Is there are any restrictions of using your service?
1378842,"Does your project support staking program? if yes. how is your stake system work, what is the requirement for user if they want to stake in your platform? Do you have a Token Burning plan to increase Token value and attract Investors to invest?"
1378840,"How do you plan to spread awareness about your project in countries/regions where English is not spoken well like Indonesia, Vietnam, India, Bangladesh and Iran, do you have local communities for them to make them better understand about your project?"
1378839,STAKING is one of the STRATEGIES to ATTRACT USERS and HOLD Them and long term.                 Does your GREAT PROJECT have  plan about to Staking?
1378838,"What do you think about Asia's market? Is your team planning to reach other countries with potential crypto markets, and big teams and investors want to work and cash in on crypto??"
1378837,With the current market condition right now what is watchtowerr solution during bear season for users and investors to hold the token and not sell?
1378836,What are your status regarding the audit of your smart contracts and security mechanisms to protect and assure the participants of the ecosystem?
1378835,Many bIockchain projects are just on paper and have no reaI meaning. What practicaI product is you using? What pIans do you have for a better product in the future?
1378834,"Many people want to learn about your project but they have problem with English, so do you plan to spread awareness about your project in different countries where English is not good? Do you have a Marketing strategy aimed at developing many different communities such as Vietnam, Indonesia, Korea, Iran, ... about your project so that they can easily communicate and understand Project."
1378833,What is the most ambitious goal of your project? Could share with us any Upcoming Updates?
1378832,Did you consider community feedback/requests during the creation of your product in order to expand on fresh ideas for your project?
1378831,Can you tell us about your plans for long-term? what you are currently working on?and what strategy will be used to expand globally?
1378830,"Most of the new investors, only focus on the price of the token, and the short term benefits of the project rather than understanding the true value of the project. Can you tell us about the motivations and benefits for investors to hold your tokens long term?"
1378829,What are the plan for increasing the data security of your Project platform? Is there any partnership on the table?
1378828,What's your plan to bring non-crypto-natives into your ecosystem? How do you keep a balance between developing the technology and also improving the value of your token?
1378827,Where can I currently buy Token?
1378826,﻿According to the project's roadmap- what are your most important next priorities?
1378825,"Why did you choose BEP20 network to build a project like this, are you ready to face the current problems of BEP20 network, token price drop, bugs and other bugs, give feedback your?"
1378824,Can you provide the project roadmap and tell us a little about your plans for 2021 and your plans for next year 2022?
1378823,Could you please provide some info about your Roadmap and how Market is progressing so far?
1378822,"I want to support your project, Tell us more about the Ambassador Program and in what ways can we participate ?"
1378821,"Since NFT is popular nowadays, is there a plan for NFT integration?"
1378820,What are the attractive features in your project? What is the vision and goals in your project that you want to achieve in 2021 and beyond?
1378819,Can you list 1-3 killer features of your Project that makes it ahead of its competitors? What is the competitive advantage your platform has that you feel most confident about?
1378818,What are your targets in 2022 ? Will you enter the NFT industry in the future? Are you also thinking about adding an NFT to your portfolio?
1378817,"Security and anonymity are always prioritized by BlockChain projects in the development of project platforms and technologies. So, does you have any technological solutions or plans to enhance user trust in these issues?"
1378816,What is your top 3 things for priorities in 2021? Could you share some plans for the upcoming year?
1378815,/muteall
1378814,How important is the community to you?  and how can we collaborate or help you for the development of the project?
1378813,As we know many people judge a project with the token price and that is important so what do you have to say to investors to increase the token demand?
1378812,Do Token holders have right to participate in the governance of the project? On what kind of decisions can they vote on about the project?
1378811,What is the way to spend crypto in your ecosystem?  How do you balance developing technology and also improving the value of your token?
1378810,Are you planning to promote your project in countries / regions where English is not good? Do you have a local community for them to better understand your project??
1378809,Most investors focus only on the short-term price of the token instead of the actual value of the project. So what are the benefits for long-term investors in project?
1378808,"Security is the most important  thing to consider want starting up a  project, how secured is this project for users and investors?"
1378807,Did you consider community feedback/requests during the creation of your product in order to expand on fresh ideas for your project? Many projects fail because the target audience and clients are not understood. So I'd like to know who your ideal consumer is for your product?
1378806,"I seen that you have done many AMAs, my question is, what do you expect to get from so many AMAs and what are your goals with the community? Do you consider the community to be a fundamental role in the project?"
1378805,Regarding the safety and security of your platform what are the security measures adopted and have you done any audit of smart contracts?
1378804,What is the way to spend crypto in your ecosystem?  How do you balance developing technology and also improving the value of your token?
1378803,Are you planning to promote your project in countries / regions where English is not good? Do you have a local community for them to better understand your project??
1378802,"Staking programme is very important for any project, Can i stake your token? Do you have any plan of starting staking programme?"
1378801,"Marketing is a central element for every project, so that everyone knows the potential that a project can bring is vital to achieve the goals set. What is your strategy to attract new users and Investor to your platform and keep them long term."
1378800,"what is the background, of the your project, team do you think team's qualifications, and experience, able to support the long-term development, of the project?"
1378799,"NFTs is hot trending now, Do you have a play to have NFTs in your platform? If so, can you tell us yhe plans of your project in NFTs?"
1378798,Each project has interesting stories before it is created. So can you tell people about the story that gave you the motivation to build and develop a great project like yours?
1378797,"Could you tell me a little bit about Your roadmap going forward, How do you plan onboarding users and gaining more adoption for Your project?"
1378796,"Have you being audited ? Have not heard you talk about that security of funds is what every investor craves for and plans to escape incase of insecurity if funds,scams and rug pulls ? How strongly built are your security put in place?"
1378795,Do you have any NFT plans and its integration ahead in the roadmap? Also do you have any passive income options and incentivization reward for a  long term hoder?
1378794,"what is the background, of the your project, team do you think team's qualifications, and experience, able to support the long-term development, of the project?"
1378793,Do you have a coin burn / buyback system or do you plan to increase the value of those token burn tokens and attract investors to invest?
1378792,"Staking programme is very important for any project, Can i stake your token? Do you have any plan of starting staking programme?"
1378791,"Do you have An Ambassador Program available? If yes, how can I join it? And can you tell us what the benefit Available for the Ambassador?"
1378790,STAKING is one of the STRATEGIES to ATTRACT USERS and HOLD Them and long term.                 Does your GREAT PROJECT have  plan about to Staking?
1378789,Can you explain how is your Tokenomics Distribution? How many tokens Will be minted ? And How many tokens Will be locked by the team?
1378788,"Why did you choose BEP20 network to build a project like this, are you ready to face the current problems of BEP20 network, token price drop, bugs and other bugs, give feedback your?"
1378787,"Do you have an ambassador program available? If yes, how can I join it? And may I know what’s the benefit available for the ambassador?"
1378786,Where can I currently buy Token?
1378785,"What do you think about education? Do you offer step-by-step guides for beginners?

So how do you attract and educate new people and new users / traders / investors to know and understand latte swaps, blockchain and crypto?"
1378784,﻿Almost 4/5 of investors are focused purely on the price of token in short term instead of understanding the real value and health of the project. Could you tell us on motivations and benefits for investors to hold your token in long term?
1378782,What is PROJECT's revenue model? In which ways do you generate revenue/profit?
1378781,"Since NFT is popular nowadays, is there a plan for NFT integration?"
1378780,"Many new projects make a good impression at first but are suddenly abandoned.  My question is, how will you manage the project and the token to get a position in the market and become the best token in the crypto world?"
1378779,"What plans do you have to grow rapidly in terms of users, global market and partners? What are your strategies in building a big and strong community?"
1378778,Regarding the safety and security of your platform what are the security measures adopted and have you done any audit of smart contracts?
1378777,"Can you tell us about the background and experience of your project DEVELOPMENT TEAM,?  And how will they carry out your project during the current pandemic?"
1378776,Can you tell us about your team members? are they qualified and professional in their fields? what are the recruiting qualifications for team members for your extraordinary project?
1378774,How old is Your project? What are the major plans ahead? Could you show to us image of your roadmap?
1378773,Can you explain how is your Tokenomics Distribution? How many tokens Will be minted ? And How many tokens Will be locked by the team?
1378772,"Trust is very important in business, what makes investors, customers and users feel safe when working with your project ?"
1378771,What is PROJECT's revenue model? In which ways do you generate revenue/profit?
1378770,"Staking programme is very important for any project, Can i stake your token? Do you have any plan of starting staking programme?"
1378769,Your project name seems to be very interesting. Does it have any story behind it? Can you share us with the inspiron for approaching to this name?
1378768,How many team members do you have? Do they have enough experience in the blockchain field? Do they have any experience on working in crypto and non-crypto project?
1378767,Partnership is always an important factor for every project. So who is your partner? What are the benefits you get from those relatiionships?
1378766,Does AegisPad Project  have a marketing strategy to expand on social networks to reach more Investors and your Project community? And how will you handle it? How important is community support for the $AegisPad Project project?
1378765,"Are you a global project or local project? At present, which market are you focus on, or is it focused on building and growing to gain customers, users and partners?"
1378764,What are your targets in 2022 ? Will you enter the NFT industry in the future? Are you also thinking about adding an NFT to your portfolio?
1378763,"Security is the most important  thing to consider want starting up a  project, how secured is this project for users and investors?"
1378762,What is the Best way to follow All your Upcoming news and updates? What are your plans in coming Future?
1378761,"What's your main focus right now, are you focused on the community or market/Exchange or the products?"
1378760,"Where can I buy your tokens now, what are your current contracts and how can I buy them and what are the benefits?"
1378759,"Until what corner of the world do you plan to arrive? that is, to what extent in the world do you think your Project will be solving people's problems with their infrastructure?"
1378758,Do you have any plans to attract non-crypto investors to join your project? Because the success of a project attracts more investors who haven't yet entered the crypto world. What are the plans to raise awareness about your project in the non-crypto space.
1378757,Please tell us about your platform security and Audit.  will your platform do Audit in the future or is it already audited?
1378756,"I am an EXPERIENCED DEVELOPER AND ETHICAL HACKER, do you have plans for HACKATHON so as to check the security of your ecosytem periodically and also invite developers to build?"
1378755,As we know Many new projects make a good impression at first but are suddenly abandoned. How will you manage projects and tokens to gain a place in the market and become the best token in the cryptocurrency world?
1378754,"Can you share some Details about Recent Major Achievements done by your project? Also, what are the Future Roadmap & Targets of your project?"
1378753,Q. Projects that are not traded on major exchanges remain unnoticed. What does you think about listing Project on the leading exchanges?
1378752,"Can you share some Details about Recent Major Achievements done by your project? Also, what are the Future Roadmap & Targets of your project?"
1378751,"Who benefits the most from your project, does that indicate the quality of project Defina Finance ?"
1378750,Q. I think your project is great so how is the way to buy your token? any presale and publicsale?
1378749,"So many projects just like to speak about the ""long term vision and mission"" but what are your short terms objectives? What are you focusing right now?"
1378748,AUDIT play an IMPORTANT role in enhancing the stability of any PROJECT. Do you have AUDIT CERTIFICATES . Or are you working to AUDIT your project to make it more secure and reliable?
1378747,What is the most ambitious goal of your project? Could share with us any Upcoming Updates?
1378746,What are the main products in your project's ecosystem? What do customers get when using the products?
1378745,Tell us about the difficulties experienced by your platform. Can you tell us about the challenges you faced when developing your project? How did you manage to solved it?
1378744,"The idea of project is really unique and incredible, how did this idea come about?"
1378743,I want to invest to your project. Where i buy your token? Is it available on any exchange?
1378742,Southeast Asia is a very vibrant market and many project developed here so what do you think about Southeast Asia and do you have any plan to develop here?
1378741,What is your most ambitious goal of Project? We would appreciate it if you could share with us any Upcoming Updates?
1378740,"COVID 19 has slowed down many economies around the world but as a crypto business, does it affect you negatively or positively? Are you still on track to achieve your goals or are you planning a new development?"
1378739,"I am an EXPERIENCED DEVELOPER AND ETHICAL HACKER, do you have plans for HACKATHON so as to check the security of your ecosytem periodically and also invite developers to build?"
1378738,Can you share Your opinion about Defi & NFT ? What makes your NFTs rate and special?
1378737,Can I buy your tokens right now and also which wallet support your token..?What is your revenue model? In which ways do your platform generate revenue/profit?
1378736,"What makes you feel confident about the survival & sustainable success of Your project in the near future?While you build your project, do you take into account community feedbacks and demands?"
1378735,What is the meaning of the name of the project and why did you name it that way?
1378734,What are the key milestones on your roadmap - both things you have already achieved and things that we can look forward to?  Any partnerships and short/long term technical milestones that you want to talk about or bring some attention to?
1378733,"What makes you feel confident about the survival & sustainable success of Your project in the near future?While you build your project, do you take into account community feedbacks and demands?"
1378732,"NFTs is hot trending now, Do you have a play to have NFTs in your platform? If so, can you tell us the plans of your project in NFTs?"
1378731,Do you have any Bug Bounty to check for weakness? In what way do you plan to make Your project more complete??
1378730,Can you provide the project roadmap and tell us a little about your plans for 2021 and your plans for next year 2022?
1378729,"What are plans in for global expansion? Are you focusing on market at this time or focus on building and developing or getting customers and users, or partnerships?"
1378728,"Can you share some Details about Recent Major Achievements done by your project? Also, what are the Future Roadmap & Targets of your project?"
1378727,Can you tell us about your plans for long-term? what you are currently working on?and what strategy will be used to expand globally?
1378726,"As a new project in the market,what is your competitive advantages? As an investor,why would we trust to invest ? What are the ways to earn in your platform?"
1378725,One of the major challenges militating against DeFi mass adoption is barrier to entry. Most DeFi solutions are only accessible to those with high level of understanding of blockchain technology. Could you tell us approach
1378724,What is the most ambitious goal of your project? What is the ultimate vision that Your project is trying to achieve within the cryptocurrencies market? I would appreciate it if you could share with us any Upcoming Updates?
1378723,Many blockchain projects are on paper only and don't have any product or have a product with no practical use case. Please let us know what is AegisPad 's current practical product in use? What are your plans for the product to be better in the future?
1378722,How important is the community to Your project? and How can we collaborate or help share token for the development of the project?
1378721,What is the most ambitious goal of your project? Could share with us any Upcoming Updates?
1378720,"Regarding about the current market situation is too unstable, holding back investors.. So can you give me some good reasons why I should buy your tokens in this market situation? And also why should your token holder keep holding?"
1378719,"Many people think that NFT will be the next ""trend"".
What are your thoughts on the rise of NFT in the crypto world and the real world, and what are your long-term goals?"
1378718,Does your Project  have a marketing strategy to expand on social networks to reach more Investors and your Project community? And how will you handle it? How important is community support for the $your Project project?
1378717,How many partners does your project currently cooperate with? Can you share a few more information about them? What benefits does your project receive from partners and vice versa? Based on what criteria do you choose your project partner?
1378716,Are you planning to promote your project in countries / regions where English is not good? Do you have a local community for them to better understand your project?
1378715,How old is Your project? What are the major plans ahead? Could you show to us image of your roadmap?
1378714,Do the token holders have the right to participate in the governance of the project?  What kind of decisions can they vote on about the project?
1378713,"NFTs is hot trending now, Do you have a play to have NFTs in your platform? If so, can you tell us the plans of your project in NFTs?"
1378712,Regulation is very important. Many projects were closed in many countries due to failure to use the correct regulations and permits. In order to go global how does your team deal with these issues?
1378711,"Currently, NFT is very hot, do you think you will apply NFT technology to your products in the future?"
1378710,"Does your great project support staking program? If yes. how is your stake system work, what is the requirement for user if they want to stake in your platform?"
1378709,AUDIT play an IMPORTANT role in enhancing the stability of any PROJECT. Do you have AUDIT CERTIFICATES . Or are you working to AUDIT your project to make it more secure and reliable?
1378708,What are the main products in your project's ecosystem? What do customers get when using the products?
1378707,Is Your Project available for the global people or It’s limited for some area? If it’s globally available are you guies planing to introduce it globally?
1378706,Do you have any Coin Burn / BuyBack systems or any Token Burn plans to increase the value of Token & attract Investors to invest?
1378704,"What's your main focus right now, are you focused on the community or market/Exchange or the products?"
1378703,What strategy will you implement to bring non-crypto-natives into your ecosystem? How do you keep a balance between developing the technology and also improving the value of your token?
1378702,Can you explain how is your Tokenomics Distribution? How many tokens Will be minted ? And How many tokens Will be locked by the team?
1378701,Community support is one of the biggest aspects of a project’s success. Most projects have programs that interact with their users. Does you have any special plans to attract and expand the community and improve the user experience?
1378699,Could you please provide some info about your Roadmap and how Market is progressing so far?
1378698,How strong is your team? Many projects starts with good impression and later  abandoned the project. What makes your project different than others?
1378697,"How does project increase the token's value, liquidity and utility ?  So that it can lead to an increase in token prices ?  What is your plan to make your project stable and provide the highest return for investors in the long term ?"
